"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2019.3/4,2019.4/4,2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4,2024.2/4 p)
"대양주","소계","소계",의류 및 패션 관련 상품,소계,면세점,7,12,4,2,1,0,5,0,1,0,0,0,0,5,4,2,1,3,3,1
"대양주","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,571,639,475,911,1081,1279,1065,1170,1228,1297,1126,1264,1364,1137,718,780,825,792,631,973
"대양주","소계","소계",스포츠·레저용품,소계,계,199,79,77,95,195,323,248,87,479,227,203,12,13,202,196,5,4,3,6,3
"대양주","소계","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",스포츠·레저용품,소계,면세점 이외,199,79,77,95,195,323,248,87,479,227,203,12,13,202,196,5,4,3,6,3
"대양주","소계","소계",화장품,소계,계,637,1094,717,659,615,471,465,431,489,241,117,84,69,54,43,38,54,88,103,198
"대양주","소계","소계",화장품,소계,면세점,8,10,4,0,2,1,0,0,0,0,0,1,1,2,5,5,5,4,6,11
"대양주","소계","소계",화장품,소계,면세점 이외,629,1084,713,659,617,470,465,431,489,241,117,83,68,52,38,33,49,84,97,187
"대양주","소계","소계",아동·유아용품,소계,계,82,144,141,129,119,95,96,82,122,68,36,17,16,12,15,20,13,10,5,5
"대양주","소계","소계",아동·유아용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",아동·유아용품,소계,면세점 이외,82,144,141,129,119,95,96,82,122,68,36,17,16,12,15,20,13,10,5,5
"대양주","소계","소계",음·식료품,소계,계,21,19,386,14,3,1,4,9,13,7,2,9,10,13,12,11,12,27,20,16
"대양주","소계","소계",음·식료품,소계,면세점,2,2,1,0,0,0,0,0,0,0,0,5,1,6,6,4,6,8,6,8
"대양주","소계","소계",음·식료품,소계,면세점 이외,19,17,385,14,3,1,4,9,13,7,2,4,9,7,6,7,6,19,14,8
"대양주","소계","소계",농축수산물,소계,계,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",농축수산물,소계,면세점 이외,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",생활·자동차용품,소계,계,229,310,286,322,343,247,283,289,282,120,38,24,25,16,17,11,13,28,49,54
"대양주","소계","소계",생활·자동차용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",생활·자동차용품,소계,면세점 이외,229,310,286,322,343,247,283,289,282,120,38,24,25,16,17,11,13,28,49,54
"대양주","소계","소계",기 타,소계,계,114,142,270,195,248,210,278,234,280,129,342,66,160,73,39,67,62,57,44,61
"대양주","소계","소계",기 타,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"대양주","소계","소계",기 타,소계,면세점 이외,114,142,270,195,248,210,278,234,280,129,342,66,160,73,39,67,62,57,44,61
"중남미","소계","소계",합계,소계,계,2461,3747,3446,2459,3076,3582,2320,2393,2208,1501,782,1977,1217,1053,1943,1824,2114,2030,892,1504
"중남미","소계","소계",합계,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
"중남미","소계","소계",합계,소계,면세점 이외,2461,3747,3446,2459,3076,3582,2320,2393,2208,1501,782,1977,1217,1052,1942,1824,2114,2028,891,1503
"중남미","소계","소계",컴퓨터 및 주변기기,소계,계,58,61,42,97,154,69,58,146,115,35,13,16,21,95,198,84,124,63,94,104
"중남미","소계","소계",컴퓨터 및 주변기기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,58,61,42,97,154,69,58,146,115,35,13,16,21,95,198,84,124,63,94,104
"중남미","소계","소계",가전·전자·통신기기,소계,계,203,299,184,238,257,233,186,168,143,72,17,46,20,39,30,50,24,27,12,17
"중남미","소계","소계",가전·전자·통신기기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",가전·전자·통신기기,소계,면세점 이외,203,299,184,238,257,233,186,168,143,72,17,46,20,39,30,50,24,27,12,17
"중남미","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,16,19,19,11,15
"중남미","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"중남미","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,16,19,19,11,15
"중남미","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,34,5,8,1,2
"중남미","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"중남미","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,34,5,8,1,2
"중남미","소계","소계",소프트웨어,소계,계,2,4,4,4,3,4,2,3,4,1,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",소프트웨어,소계,면세점 이외,2,4,4,4,3,4,2,3,4,1,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",서 적,소계,계,115,206,160,3,6,19,103,66,67,129,85,187,118,35,76,43,69,125,52,47
"중남미","소계","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",서 적,소계,면세점 이외,115,206,160,3,6,19,103,66,67,129,85,187,118,35,76,43,69,125,52,47
"중남미","소계","소계",사무·문구,소계,계,0,0,0,1,1,1,0,4,11,10,4,7,4,7,6,5,12,105,34,137
"중남미","소계","소계",사무·문구,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",사무·문구,소계,면세점 이외,0,0,0,1,1,1,0,4,11,10,4,7,4,7,6,5,12,105,34,137
"중남미","소계","소계",음반·비디오·악기,소계,계,980,1204,1183,1332,1628,2278,1107,1064,1032,855,539,1469,884,745,1506,1490,1717,1542,521,994
"중남미","소계","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",음반·비디오·악기,소계,면세점 이외,980,1204,1183,1332,1628,2278,1107,1064,1032,855,539,1469,884,745,1506,1490,1717,1542,521,994
"중남미","소계","소계",의류 및 패션 관련 상품,소계,계,112,124,114,107,142,251,162,194,189,105,53,93,30,34,20,28,26,36,24,20
"중남미","소계","소계",의류 및 패션 관련 상품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"중남미","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,112,124,114,107,142,251,162,194,189,105,53,93,30,34,20,28,26,36,23,20
"중남미","소계","소계",스포츠·레저용품,소계,계,60,63,49,34,51,49,30,44,29,17,0,1,1,0,3,8,0,1,3,1
"중남미","소계","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",스포츠·레저용품,소계,면세점 이외,60,63,49,34,51,49,30,44,29,17,0,1,1,0,3,8,0,1,3,1
"중남미","소계","소계",화장품,소계,계,482,638,414,170,200,170,170,125,131,77,44,123,66,31,29,27,26,31,38,33
"중남미","소계","소계",화장품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"중남미","소계","소계",화장품,소계,면세점 이외,482,638,414,170,200,170,170,125,131,77,44,123,66,31,29,27,26,29,38,33
"중남미","소계","소계",아동·유아용품,소계,계,54,85,51,33,32,35,44,58,36,16,6,4,4,9,21,21,12,15,5,5
"중남미","소계","소계",아동·유아용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",아동·유아용품,소계,면세점 이외,54,85,51,33,32,35,44,58,36,16,6,4,4,9,21,21,12,15,5,5
"중남미","소계","소계",음·식료품,소계,계,0,0,774,0,0,0,0,0,0,4,2,0,4,3,2,0,0,1,0,1
"중남미","소계","소계",음·식료품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"중남미","소계","소계",음·식료품,소계,면세점 이외,0,0,774,0,0,0,0,0,0,4,2,0,4,2,1,0,0,1,0,0
"중남미","소계","소계",농축수산물,소계,계,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",농축수산물,소계,면세점 이외,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",생활·자동차용품,소계,계,305,916,334,295,394,338,321,352,277,118,9,7,14,13,34,18,13,32,67,51
"중남미","소계","소계",생활·자동차용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",생활·자동차용품,소계,면세점 이외,305,916,334,295,394,338,321,352,277,118,9,7,14,13,34,18,13,32,67,51
"중남미","소계","소계",기 타,소계,계,90,147,137,145,208,135,136,170,174,62,7,24,53,40,18,50,91,52,42,94
"중남미","소계","소계",기 타,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"중남미","소계","소계",기 타,소계,면세점 이외,90,147,137,145,208,135,136,170,174,62,7,24,53,40,18,50,91,52,42,94
"아프리카","소계","소계",합계,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,106,72,129,89,178
"아프리카","소계","소계",합계,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",합계,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,106,72,129,89,178
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,38,12,8,9,28
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,38,12,8,9,28
"아프리카","소계","소계",가전·전자·통신기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,20,7,3,11,5
"아프리카","소계","소계",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,20,7,3,11,5
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,2,1
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,2,1
"아프리카","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,20,6,2,9,4
"아프리카","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,20,6,2,9,4
"아프리카","소계","소계",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1
"아프리카","소계","소계",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1
"아프리카","소계","소계",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,19,32,8,16
"아프리카","소계","소계",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,19,32,8,16
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,2,2,0
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,2,2,0
"아프리카","소계","소계",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,1,1,0,0
"아프리카","소계","소계",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,1,1,0,0
"아프리카","소계","소계",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,30,32,81,58,125
"아프리카","소계","소계",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,30,32,81,58,125
"아프리카","소계","소계",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,2
"아프리카","소계","소계",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,2
"아프리카","소계","소계",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1
"아프리카","소계","소계",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아프리카","소계","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1
"기타","소계","소계",합계,소계,계,27417,25657,33260,18658,15906,16368,20315,23960,17449,15579,12780,10662,3980,3910,-,-,-,-,-,-
"기타","소계","소계",합계,소계,면세점,19569,13820,15384,10042,6661,7667,6470,6124,3505,3089,1131,3092,105,75,-,-,-,-,-,-
"기타","소계","소계",합계,소계,면세점 이외,7848,11837,17876,8616,9245,8701,13845,17836,13944,12490,11649,7570,3875,3835,-,-,-,-,-,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,계,1190,1385,1689,1370,1213,1494,1551,1612,1491,1597,1645,1879,836,230,-,-,-,-,-,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,면세점,0,0,113,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,1190,1385,1576,1370,1213,1494,1551,1612,1491,1597,1645,1879,836,230,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,소계,계,975,1325,914,1959,621,344,268,210,292,179,117,118,127,127,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,소계,면세점,633,856,525,1593,2,2,1,0,1,8,0,0,1,0,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,소계,면세점 이외,342,469,389,366,619,342,267,210,291,171,117,118,126,127,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",소프트웨어,소계,계,4,11,8,4,3,6,6,6,4,1,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",소프트웨어,소계,면세점 이외,4,11,8,4,3,6,6,6,4,1,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",서 적,소계,계,720,1218,1362,1351,868,982,2530,1585,1747,731,634,268,127,95,-,-,-,-,-,-
"기타","소계","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",서 적,소계,면세점 이외,720,1218,1362,1351,868,982,2530,1585,1747,731,634,268,127,95,-,-,-,-,-,-
"기타","소계","소계",사무·문구,소계,계,16,22,45,78,32,32,18,28,61,43,48,38,21,26,-,-,-,-,-,-
"기타","소계","소계",사무·문구,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",사무·문구,소계,면세점 이외,16,22,45,78,32,32,18,28,61,43,48,38,21,26,-,-,-,-,-,-
"기타","소계","소계",음반·비디오·악기,소계,계,244,336,354,275,299,482,3837,8110,4477,3190,1603,1191,340,592,-,-,-,-,-,-
"기타","소계","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",음반·비디오·악기,소계,면세점 이외,244,336,354,275,299,482,3837,8110,4477,3190,1603,1191,340,592,-,-,-,-,-,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,계,1299,1774,1215,1889,1780,2923,1756,2475,2150,2083,2104,1511,985,1083,-,-,-,-,-,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,면세점,253,302,38,18,3,1247,1,0,75,79,116,289,24,15,-,-,-,-,-,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,1046,1472,1177,1871,1777,1676,1755,2475,2075,2004,1988,1222,961,1068,-,-,-,-,-,-
"기타","소계","소계",스포츠·레저용품,소계,계,93,132,103,143,218,291,269,127,126,234,182,84,68,174,-,-,-,-,-,-
"기타","소계","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",스포츠·레저용품,소계,면세점 이외,93,132,103,143,218,291,269,127,126,234,182,84,68,174,-,-,-,-,-,-
"기타","소계","소계",화장품,소계,계,21820,17315,24692,10135,9015,7868,7795,7480,4586,4533,2418,3488,545,750,-,-,-,-,-,-
"기타","소계","소계",화장품,소계,면세점,18620,12513,14670,8426,6641,6401,6451,6118,3425,2990,996,2793,67,41,-,-,-,-,-,-
"기타","소계","소계",화장품,소계,면세점 이외,3200,4802,10022,1709,2374,1467,1344,1362,1161,1543,1422,695,478,709,-,-,-,-,-,-
"기타","소계","소계",아동·유아용품,소계,계,95,193,147,285,627,589,1016,690,932,777,1224,1050,505,504,-,-,-,-,-,-
"기타","소계","소계",아동·유아용품,소계,면세점,4,6,2,0,0,0,0,0,0,0,0,1,0,0,-,-,-,-,-,-
"기타","소계","소계",아동·유아용품,소계,면세점 이외,91,187,145,285,627,589,1016,690,932,777,1224,1049,505,504,-,-,-,-,-,-
"기타","소계","소계",음·식료품,소계,계,184,319,1406,122,49,92,88,90,73,46,179,18,22,31,-,-,-,-,-,-
"기타","소계","소계",음·식료품,소계,면세점,59,142,36,5,15,17,17,6,4,12,19,9,13,19,-,-,-,-,-,-
"기타","소계","소계",음·식료품,소계,면세점 이외,125,177,1370,117,34,75,71,84,69,34,160,9,9,12,-,-,-,-,-,-
"기타","소계","소계",농축수산물,소계,계,0,2,2,3,1,3,1,0,0,0,10,0,0,0,-,-,-,-,-,-
"기타","소계","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",농축수산물,소계,면세점 이외,0,2,2,3,1,3,1,0,0,0,10,0,0,0,-,-,-,-,-,-
"기타","소계","소계",생활·자동차용품,소계,계,308,531,384,334,354,392,348,304,386,1093,276,180,89,65,-,-,-,-,-,-
"기타","소계","소계",생활·자동차용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",생활·자동차용품,소계,면세점 이외,308,531,384,334,354,392,348,304,386,1093,276,180,89,65,-,-,-,-,-,-
"기타","소계","소계",기 타,소계,계,469,1094,939,710,826,870,833,1241,1121,1072,2341,837,312,236,-,-,-,-,-,-
"기타","소계","소계",기 타,소계,면세점,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
"기타","소계","소계",기 타,소계,면세점 이외,469,1093,939,710,826,870,833,1241,1121,1072,2341,837,312,236,-,-,-,-,-,-
